unnamed02,unnamed01,unnamed0,filename,diff,linearvotersfailure,gamma,mirror,candidates,level,partisan,type,irv1,irv2,condorcet1,plurality1,approval1irv2,condorcet2,plurality2,approval2,approval1,polarization,median_voter_distance,median_voter_preference_distance,bimodality,partisan2,State,Date,ElectionType
291,291,291,Oakland_11082016_CouncilAtLrg.csv,[],no,0.81871897,,5,LOCAL,NO,R,REBECCA KAPLAN,REBECCA KAPLAN,REBECCA KAPLAN,REBECCA KAPLAN,,REBECCA KAPLAN,REBECCA KAPLAN,REBECCA KAPLAN,REBECCA KAPLAN,0.15915915,0.0,0.0,1.2642015,0.0,Oakland,11082016,CouncilAtLrg
292,292,292,Oakland_11082016_SchoolDirectorDistrict1.csv,[],no,1.0,,2,LOCAL,NO,B,JODY LONDON,JODY LONDON,JODY LONDON,JODY LONDON,,JODY LONDON,JODY LONDON,JODY LONDON,JODY LONDON,0.995996,0.030701192,0.0,,0.0,Oakland,11082016,SchoolDirectorDistrict1
293,293,293,Oakland_11082016_SchoolDirectorDistrict3.csv,[],no,0.85838729,,5,LOCAL,NO,B,JUMOKE HINTON HODGE,JUMOKE HINTON HODGE,JUMOKE HINTON HODGE,JUMOKE HINTON HODGE,,JUMOKE HINTON HODGE,JUMOKE HINTON HODGE,JUMOKE HINTON HODGE,JUMOKE HINTON HODGE,0.089089088,0.0,0.0,2.2850268,0.0,Oakland,11082016,SchoolDirectorDistrict3
294,294,294,Oakland_11082016_SchoolDirectorDistrict5.csv,['Approval'],no,0.9077419,,4,LOCAL,NO,B,ROSIE TORRES,ROSIE TORRES,ROSIE TORRES,HUBER TRENADO,,ROSIE TORRES,HUBER TRENADO,HUBER TRENADO,ROSIE TORRES,0.1971972,0.061567429,0.0,3.6240284,0.0,Oakland,11082016,SchoolDirectorDistrict5
295,295,295,Oakland_11082016_SchoolDirectorDistrict7.csv,[],no,1.0,,2,LOCAL,NO,B,JAMES HARRIS,JAMES HARRIS,JAMES HARRIS,JAMES HARRIS,,JAMES HARRIS,JAMES HARRIS,JAMES HARRIS,JAMES HARRIS,0.993994,0.24859184,0.0,,0.0,Oakland,11082016,SchoolDirectorDistrict7
296,296,296,Oakland_11082022_CityCouncilmemberDistrict4.csv,[],no,1.0,,2,LOCAL,NO,R,JANANI RAMACHANDRAN,JANANI RAMACHANDRAN,JANANI RAMACHANDRAN,JANANI RAMACHANDRAN,,JANANI RAMACHANDRAN,JANANI RAMACHANDRAN,JANANI RAMACHANDRAN,JANANI RAMACHANDRAN,0.993994,0.23198128,0.0,,0.0,Oakland,11082022,CityCouncilmemberDistrict4
297,297,297,Oakland_11082022_CityCouncilmemberDistrict6.csv,[],no,0.65778106,,4,LOCAL,NO,R,KEVIN JENKINS,KEVIN JENKINS,KEVIN JENKINS,KEVIN JENKINS,,KEVIN JENKINS,KEVIN JENKINS,KEVIN JENKINS,KEVIN JENKINS,0.2932933,0.048595183,0.0,0.68890375,0.0,Oakland,11082022,CityCouncilmemberDistrict6
298,298,298,Oakland_11082022_Mayor.csv,"['IRV', 'Condorcet', 'Approval']",yes,0.50684404,,10,LOCAL,NO,E,SHENG THAO,LOREN MANUEL TAYLOR,SHENG THAO,LOREN MANUEL TAYLOR,,LOREN MANUEL TAYLOR,LOREN MANUEL TAYLOR,LOREN MANUEL TAYLOR,SHENG THAO,0.10810811,0.099778503,0.12018447,2.9204679,0.0,Oakland,11082022,Mayor
299,299,299,Oakland_11082022_Schoolboarddistrict2.csv,[],no,0.96251905,,3,LOCAL,NO,B,JENNIFER BROUHARD,JENNIFER BROUHARD,JENNIFER BROUHARD,JENNIFER BROUHARD,,JENNIFER BROUHARD,JENNIFER BROUHARD,JENNIFER BROUHARD,JENNIFER BROUHARD,0.43243244,0.0,0.0,3.0874746,0.0,Oakland,11082022,Schoolboarddistrict2
300,300,300,Oakland_11082022_Schoolboarddistrict4.csv,"['Condorcet', 'Plurality']",no,0.8615576,,3,LOCAL,NO,B,MIKE HUTCHINSON,MIKE HUTCHINSON,-1,NICK RESNICK,,MIKE HUTCHINSON,MIKE HUTCHINSON,MIKE HUTCHINSON,MIKE HUTCHINSON,0.56056058,0.0,0.0,3.0074308,0.0,Oakland,11082022,Schoolboarddistrict4
301,301,301,Oakland_11082022_Schoolboarddistrict6.csv,[],no,0.92019266,,3,LOCAL,NO,B,VALARIE BACHELOR,VALARIE BACHELOR,VALARIE BACHELOR,VALARIE BACHELOR,,VALARIE BACHELOR,VALARIE BACHELOR,VALARIE BACHELOR,VALARIE BACHELOR,0.47747749,0.13180943,0.0,3.7179894,0.0,Oakland,11082022,Schoolboarddistrict6
302,302,302,Payson_11052019_CityCouncil.csv,[],no,0.36944342,,5,LOCAL,NO,R,DOUG WELTON,DOUG WELTON,DOUG WELTON,DOUG WELTON,,DOUG WELTON,DOUG WELTON,DOUG WELTON,DOUG WELTON,0.16116115,0.066304751,0.0,2.7599657,0.0,Payson,11052019,CityCouncil
303,303,303,PierceCounty_11032009_CountyAuditor.csv,"['IRV', 'Condorcet', 'Approval']",yes,0.88539588,,3,LOCAL,YES,O,Julie Anderson,Jan Shabro,Julie Anderson,Julie Anderson,,Jan Shabro,Julie Anderson,Jan Shabro,Julie Anderson,0.3993994,0.24799235,0.40559316,3.6545031,1.0,PierceCounty,11032009,CountyAuditor
304,304,304,PierceCounty_11042008_CountyAssessorTreasurer.csv,"['IRV', 'Condorcet', 'Approval']",no,0.82307887,,6,LOCAL,YES,O,Dale Washam,Barbara Gelman,Dale Washam,Dale Washam,,Jan Shabro,Dale Washam,Jan Shabro,Dale Washam,0.1961962,0.37019083,0.38094729,2.9199443,1.0,PierceCounty,11042008,CountyAssessorTreasurer
305,305,305,PierceCounty_11042008_CountyCouncilDistrict2.csv,"['IRV', 'Condorcet', 'Approval']",yes,0.89207715,,3,LOCAL,YES,R,Joyce McDonald,Al Rose,Joyce McDonald,Joyce McDonald,,Al Rose,Joyce McDonald,Al Rose,Joyce McDonald,0.58358359,0.32784417,0.58542615,1.9478043,1.0,PierceCounty,11042008,CountyCouncilDistrict2
306,306,306,PierceCounty_11042008_CountyExecutiveMember.csv,[],no,0.88586694,,4,LOCAL,YES,E,Pat McCarthy,Pat McCarthy,Pat McCarthy,Shawn Bunney,,Pat McCarthy,Shawn Bunney,Pat McCarthy,Pat McCarthy,0.74774772,0.24784216,0.33718908,2.4491627,1.0,PierceCounty,11042008,CountyExecutiveMember
307,307,307,Portland_06082021_charter_commission_at_large.csv,"['IRV', 'Condorcet', 'Plurality', 'Approval']",yes,0.36282882,,11,LOCAL,NO,B,"Chann, Marpheen S.","DiMillo, Steven A.","Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.",,"DiMillo, Steven A.","DiMillo, Steven A.","DiMillo, Steven A.","Sheikh-Yousef, Nasreen A.",0.3883884,0.019015305,0.038030609,3.5721874,0.0,Portland,06082021,charter_commission_at_large
309,309,309,Portland_06142022_SchoolboardAL-1.csv,[],no,0.70138186,,7,LOCAL,NO,B,"Lentz, Sarah M.","Lentz, Sarah M.","Lentz, Sarah M.","Lentz, Sarah M.",,"Lentz, Sarah M.","Lentz, Sarah M.","Grant, Benjamin K.","Grant, Benjamin K.",0.074074075,0.0,0.0,2.8928037,0.0,Portland,06142022,SchoolboardAL-1
308,308,308,Portland_06142022_SchoolboardAL.csv,[],no,0.54807907,,29,LOCAL,NO,B,"Lentz, Sarah M.","Lentz, Sarah M.","Lentz, Sarah M.","Lentz, Sarah M.",,"Lentz, Sarah M.","Lentz, Sarah M.","Grant, Benjamin K.","Grant, Benjamin K.",0.23723723,0.036242839,0.036242839,0.7803058,0.0,Portland,06142022,SchoolboardAL
311,311,311,Portland_06142022_Schoolboarddistrict5-1.csv,[],no,0.83700669,,6,LOCAL,NO,B,"Brydon, Sarah M.","Brydon, Sarah M.","Brydon, Sarah M.","Brydon, Sarah M.",,"Brydon, Sarah M.","Brydon, Sarah M.","Brydon, Sarah M.","Brydon, Sarah M.",0.11311311,0.0,0.0,2.0414073,0.0,Portland,06142022,Schoolboarddistrict5-1
310,310,310,Portland_06142022_Schoolboarddistrict5.csv,[],no,0.83435899,,14,LOCAL,NO,B,"Brydon, Sarah M.","Brydon, Sarah M.","Brydon, Sarah M.","Brydon, Sarah M.",,"Brydon, Sarah M.","Brydon, Sarah M.","Brydon, Sarah M.","Brydon, Sarah M.",0.076076075,0.0,0.0,3.5856338,0.0,Portland,06142022,Schoolboarddistrict5
312,312,312,Portland_11082022_SchoolBoardDistrict3.csv,[],no,0.94852823,,3,LOCAL,NO,B,"Opperman, Julianne R.","Opperman, Julianne R.","Opperman, Julianne R.","Opperman, Julianne R.",,"Opperman, Julianne R.","Opperman, Julianne R.","Opperman, Julianne R.","Opperman, Julianne R.",0.45145145,0.081469797,0.0,3.6978652,0.0,Portland,11082022,SchoolBoardDistrict3
313,313,313,SanFrancisco_06052018_BoardofSupervisorsDistrict8.csv,[],no,0.94536442,,3,LOCAL,NO,B,RAFAEL MANDELMAN,RAFAEL MANDELMAN,RAFAEL MANDELMAN,RAFAEL MANDELMAN,,RAFAEL MANDELMAN,RAFAEL MANDELMAN,RAFAEL MANDELMAN,RAFAEL MANDELMAN,0.38738739,0.15374996,0.0,2.7059753,0.0,SanFrancisco,06052018,BoardofSupervisorsDistrict8
314,314,314,SanFrancisco_06052018_Mayor.csv,"['IRV', 'Condorcet', 'Approval']",no,0.80451715,,8,LOCAL,NO,E,LONDON BREED,JANE KIM,LONDON BREED,LONDON BREED,,JANE KIM,LONDON BREED,JANE KIM,MARK LENO,0.14714715,0.00340919,0.0,0.63431138,0.0,SanFrancisco,06052018,Mayor
315,315,315,SanFrancisco_11022004_BoardofSupervisorsDistrict11.csv,[],no,0.77463758,,8,LOCAL,NO,B,Gerardo Sandoval,Gerardo Sandoval,Gerardo Sandoval,Gerardo Sandoval,,Gerardo Sandoval,Gerardo Sandoval,Gerardo Sandoval,Gerardo Sandoval,0.11711711,0.021506278,0.036101814,1.8959515,0.0,SanFrancisco,11022004,BoardofSupervisorsDistrict11
316,316,316,SanFrancisco_11022004_BoardofSupervisorsDistrict2.csv,[],no,0.80326492,,5,LOCAL,NO,B,Michela Alioto-pier,Michela Alioto-pier,Michela Alioto-pier,Michela Alioto-pier,,Michela Alioto-pier,Michela Alioto-pier,Michela Alioto-pier,Michela Alioto-pier,0.34034035,0.086893357,0.0,0.92893171,0.0,SanFrancisco,11022004,BoardofSupervisorsDistrict2
317,317,317,SanFrancisco_11022004_BoardofSupervisorsDistrict3.csv,[],no,0.83628643,,4,LOCAL,NO,B,Arron Peskin,Arron Peskin,Arron Peskin,Arron Peskin,,Arron Peskin,Arron Peskin,Arron Peskin,Arron Peskin,0.34734735,0.15110837,0.0,0.87470067,0.0,SanFrancisco,11022004,BoardofSupervisorsDistrict3
318,318,318,SanFrancisco_11022004_BoardofSupervisorsDistrict5.csv,[],no,0.76578653,,22,LOCAL,NO,B,Ross Mirkarimi,Ross Mirkarimi,Ross Mirkarimi,Ross Mirkarimi,,Ross Mirkarimi,Ross Mirkarimi,Ross Mirkarimi,Ross Mirkarimi,0.38738739,0.01156053,0.01168191,0.66255832,0.0,SanFrancisco,11022004,BoardofSupervisorsDistrict5
319,319,319,SanFrancisco_11022004_BoardofSupervisorsDistrict7.csv,[],no,0.78712982,,13,LOCAL,NO,B,Sean R. Elsbernd,Sean R. Elsbernd,Sean R. Elsbernd,Sean R. Elsbernd,,Sean R. Elsbernd,Sean R. Elsbernd,Sean R. Elsbernd,Sean R. Elsbernd,0.15515515,0.0,0.0,0.81760043,0.0,SanFrancisco,11022004,BoardofSupervisorsDistrict7
320,320,320,SanFrancisco_11022004_BoardofSupervisorsDistrict9.csv,[],no,0.82237238,,6,LOCAL,NO,B,Tom Ammiano,Tom Ammiano,Tom Ammiano,Tom Ammiano,,Tom Ammiano,Tom Ammiano,Tom Ammiano,Tom Ammiano,0.092092089,0.0,0.0,2.5146039,0.0,SanFrancisco,11022004,BoardofSupervisorsDistrict9
321,321,321,SanFrancisco_11022010_BoardofSupervisorsDistrict10.csv,['Plurality'],no,0.79812181,,21,LOCAL,NO,B,MALIA COHEN,MALIA COHEN,MALIA COHEN,LYNETTE SWEET,,MALIA COHEN,MARLENE TRAN,MALIA COHEN,MALIA COHEN,0.1011011,0.050306424,0.050306424,1.534085,0.0,SanFrancisco,11022010,BoardofSupervisorsDistrict10
322,322,322,SanFrancisco_11022010_BoardofSupervisorsDistrict2.csv,"['IRV', 'Condorcet', 'Approval']",yes,0.86494553,,6,LOCAL,NO,B,MARK FARRELL,JANET REILLY,MARK FARRELL,JANET REILLY,,JANET REILLY,JANET REILLY,JANET REILLY,MARK FARRELL,0.11711711,0.023088945,0.023088945,0.67556268,0.0,SanFrancisco,11022010,BoardofSupervisorsDistrict2
323,323,323,SanFrancisco_11022010_BoardofSupervisorsDistrict6.csv,[],no,0.84653467,,14,LOCAL,NO,B,JANE KIM,JANE KIM,JANE KIM,JANE KIM,,JANE KIM,JANE KIM,JANE KIM,JANE KIM,0.2032032,0.006808402,0.0,2.1730261,0.0,SanFrancisco,11022010,BoardofSupervisorsDistrict6
324,324,324,SanFrancisco_11022010_BoardofSupervisorsDistrict8.csv,[],no,0.85572112,,4,LOCAL,NO,B,SCOTT WIENER,SCOTT WIENER,SCOTT WIENER,SCOTT WIENER,,SCOTT WIENER,SCOTT WIENER,SCOTT WIENER,SCOTT WIENER,0.32432431,0.057533447,0.0,3.4464595,0.0,SanFrancisco,11022010,BoardofSupervisorsDistrict8
325,325,325,SanFrancisco_11032015_BoardofSupervisorsDistrict3.csv,[],no,0.87565851,,3,LOCAL,NO,B,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN,,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN,0.990991,0.287945,0.54126883,3.4618585,0.0,SanFrancisco,11032015,BoardofSupervisorsDistrict3
326,326,326,SanFrancisco_11032015_Mayor.csv,[],no,0.84583563,,6,LOCAL,NO,E,ED LEE,ED LEE,ED LEE,ED LEE,,ED LEE,ED LEE,ED LEE,ED LEE,0.45745745,0.059536584,0.0,0.72504079,0.0,SanFrancisco,11032015,Mayor
327,327,327,SanFrancisco_11032015_Sheriff.csv,[],no,0.96370304,,3,LOCAL,NO,O,VICKI HENNESSY,VICKI HENNESSY,VICKI HENNESSY,VICKI HENNESSY,,VICKI HENNESSY,VICKI HENNESSY,VICKI HENNESSY,VICKI HENNESSY,0.5955956,0.006913415,0.0,2.4062538,0.0,SanFrancisco,11032015,Sheriff
328,328,328,SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT1.csv,['Approval'],no,0.51334959,,7,LOCAL,NO,B,CONNIE CHAN,CONNIE CHAN,CONNIE CHAN,CONNIE CHAN,,CONNIE CHAN,CONNIE CHAN,CONNIE CHAN,MARJAN PHILHOUR,0.24524525,0.16874851,0.16874851,2.7630761,0.0,SanFrancisco,11032020,BOARDOFSUPERVISORSDISTRICT1
329,329,329,SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT11.csv,[],no,0.88461047,,4,LOCAL,NO,B,AHSHA SAFAI,AHSHA SAFAI,AHSHA SAFAI,AHSHA SAFAI,,AHSHA SAFAI,AHSHA SAFAI,AHSHA SAFAI,AHSHA SAFAI,0.17317317,0.052401543,0.0,2.9682431,0.0,SanFrancisco,11032020,BOARDOFSUPERVISORSDISTRICT11
330,330,330,SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT3.csv,[],no,0.6955229,,4,LOCAL,NO,B,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN,,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN,0.3063063,0.12559645,0.0,2.1054652,0.0,SanFrancisco,11032020,BOARDOFSUPERVISORSDISTRICT3
331,331,331,SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT5.csv,[],no,0.61063278,,4,LOCAL,NO,B,DEAN PRESTON,DEAN PRESTON,DEAN PRESTON,DEAN PRESTON,,DEAN PRESTON,DEAN PRESTON,DEAN PRESTON,DEAN PRESTON,0.31631631,0.091741294,0.0,3.8703012,0.0,SanFrancisco,11032020,BOARDOFSUPERVISORSDISTRICT5
332,332,332,SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT7.csv,['IRV'],yes,0.48105186,,7,LOCAL,NO,B,MYRNA MELGAR,JOEL ENGARDIO,MYRNA MELGAR,JOEL ENGARDIO,,MYRNA MELGAR,JOEL ENGARDIO,MYRNA MELGAR,MYRNA MELGAR,0.18418418,0.025528366,0.025528366,3.2661445,0.0,SanFrancisco,11032020,BOARDOFSUPERVISORSDISTRICT7
333,333,333,SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT9.csv,[],no,1.0,,2,LOCAL,NO,B,HILLARY RONEN,HILLARY RONEN,HILLARY RONEN,HILLARY RONEN,,HILLARY RONEN,HILLARY RONEN,HILLARY RONEN,HILLARY RONEN,0.16616617,0.0,0.0,,0.0,SanFrancisco,11032020,BOARDOFSUPERVISORSDISTRICT9
334,334,334,SanFrancisco_11042008_BoardofSupervisorsDistrict1.csv,"['IRV', 'Condorcet']",no,0.81319368,,9,LOCAL,NO,B,ERIC MAR,SUE LEE,ERIC MAR,ERIC MAR,,SUE LEE,ERIC MAR,SUE LEE,SUE LEE,0.091091089,0.095998965,0.18077543,2.3804405,0.0,SanFrancisco,11042008,BoardofSupervisorsDistrict1
335,335,335,SanFrancisco_11042008_BoardofSupervisorsDistrict11.csv,"['IRV', 'Condorcet', 'Approval']",yes,0.78004187,,9,LOCAL,NO,B,JOHN AVALOS,AHSHA SAFAI,JOHN AVALOS,JOHN AVALOS,,AHSHA SAFAI,JOHN AVALOS,AHSHA SAFAI,JOHN AVALOS,0.11911912,0.000184391,0.000195303,0.61917472,0.0,SanFrancisco,11042008,BoardofSupervisorsDistrict11
336,336,336,SanFrancisco_11042008_BoardofSupervisorsDistrict3.csv,[],no,0.81135118,,9,LOCAL,NO,B,DAVID CHIU,DAVID CHIU,DAVID CHIU,DAVID CHIU,,DAVID CHIU,DAVID CHIU,DAVID CHIU,DAVID CHIU,0.16616617,0.05966156,0.0,3.2257195,0.0,SanFrancisco,11042008,BoardofSupervisorsDistrict3
337,337,337,SanFrancisco_11042008_BoardofSupervisorsDistrict4.csv,['Approval'],no,0.8553521,,3,LOCAL,NO,B,CARMEN CHU,CARMEN CHU,CARMEN CHU,CARMEN CHU,,CARMEN CHU,CARMEN CHU,RON DUDUM,CARMEN CHU,0.51651651,0.28568602,0.52163756,3.0312858,0.0,SanFrancisco,11042008,BoardofSupervisorsDistrict4
338,338,338,SanFrancisco_11042008_BoardofSupervisorsDistrict5.csv,[],no,0.85405087,,3,LOCAL,NO,B,ROSS MIRKARIMI,ROSS MIRKARIMI,ROSS MIRKARIMI,ROSS MIRKARIMI,,ROSS MIRKARIMI,ROSS MIRKARIMI,ROSS MIRKARIMI,ROSS MIRKARIMI,0.52052051,0.071333796,0.0,0.72467512,0.0,SanFrancisco,11042008,BoardofSupervisorsDistrict5
339,339,339,SanFrancisco_11042008_BoardofSupervisorsDistrict7.csv,[],no,0.91195416,,3,LOCAL,NO,B,SEAN R. ELSBERND,SEAN R. ELSBERND,SEAN R. ELSBERND,SEAN R. ELSBERND,,SEAN R. ELSBERND,SEAN R. ELSBERND,SEAN R. ELSBERND,SEAN R. ELSBERND,0.53853852,0.065303184,0.0,0.55491722,0.0,SanFrancisco,11042008,BoardofSupervisorsDistrict7
340,340,340,SanFrancisco_11042008_BoardofSupervisorsDistrict9.csv,[],no,0.80688435,,7,LOCAL,NO,B,DAVID CAMPOS,DAVID CAMPOS,DAVID CAMPOS,DAVID CAMPOS,,DAVID CAMPOS,DAVID CAMPOS,DAVID CAMPOS,DAVID CAMPOS,0.14114115,0.01306783,0.0,0.80024898,0.0,SanFrancisco,11042008,BoardofSupervisorsDistrict9
341,341,341,SanFrancisco_11042014_BoardofSupervisorsDistrict10.csv,[],no,0.8914212,,5,LOCAL,NO,B,MALIA COHEN,MALIA COHEN,MALIA COHEN,MALIA COHEN,,MALIA COHEN,MALIA COHEN,MALIA COHEN,MALIA COHEN,0.2122122,0.18152823,0.21870112,1.963287,0.0,SanFrancisco,11042014,BoardofSupervisorsDistrict10
342,342,342,SanFrancisco_11052004_BoardofSupervisorsDistrict1.csv,[],no,0.816966,,7,LOCAL,NO,B,Jake McGoldrick,Jake McGoldrick,Jake McGoldrick,Jake McGoldrick,,Jake McGoldrick,Jake McGoldrick,Jake McGoldrick,Jake McGoldrick,0.14714715,0.068356432,0.0,2.8699338,0.0,SanFrancisco,11052004,BoardofSupervisorsDistrict1
343,343,343,SanFrancisco_11052019_DistrictAttorney.csv,"['IRV', 'Condorcet']",yes,0.75159866,,4,LOCAL,NO,O,CHESA BOUDIN,SUZY LOFTUS,CHESA BOUDIN,CHESA BOUDIN,,SUZY LOFTUS,CHESA BOUDIN,SUZY LOFTUS,SUZY LOFTUS,0.34834835,0.3528842,0.3528842,3.4914143,0.0,SanFrancisco,11052019,DistrictAttorney
344,344,344,SanFrancisco_11052019_Mayor.csv,[],no,0.72170931,,7,LOCAL,NO,E,LONDON N. BREED,LONDON N. BREED,LONDON N. BREED,LONDON N. BREED,,LONDON N. BREED,LONDON N. BREED,LONDON N. BREED,LONDON N. BREED,0.097097099,0.0,0.0,0.31594568,0.0,SanFrancisco,11052019,Mayor
345,345,345,SanFrancisco_11052019_MemberBoardofSupervisorsDistrict5.csv,"['IRV', 'Condorcet', 'Plurality', 'Approval']",yes,0.83989537,,4,LOCAL,NO,B,DEAN PRESTON,VALLIE BROWN,DEAN PRESTON,DEAN PRESTON,,VALLIE BROWN,VALLIE BROWN,VALLIE BROWN,DEAN PRESTON,0.21821822,0.2170596,0.22074579,4.2074847,0.0,SanFrancisco,11052019,MemberBoardofSupervisorsDistrict5
346,346,346,SanFrancisco_11062007_Mayor.csv,[],no,0.89966899,,12,LOCAL,NO,E,Gavin Newsom,Gavin Newsom,Gavin Newsom,Gavin Newsom,,Gavin Newsom,Gavin Newsom,Gavin Newsom,Gavin Newsom,0.54254252,0.0,0.0,0.2763958,0.0,SanFrancisco,11062007,Mayor
347,347,347,SanFrancisco_11062012_BoardofSupervisorsDistrict5.csv,[],no,0.79234958,,8,LOCAL,NO,B,LONDON BREED,LONDON BREED,LONDON BREED,LONDON BREED,,LONDON BREED,LONDON BREED,LONDON BREED,LONDON BREED,0.084084086,0.032424167,0.049390841,0.96876818,0.0,SanFrancisco,11062012,BoardofSupervisorsDistrict5
348,348,348,SanFrancisco_11062012_BoardofSupervisorsDistrict7.csv,[],no,0.77295685,,9,LOCAL,NO,B,NORMAN YEE,NORMAN YEE,NORMAN YEE,NORMAN YEE,,NORMAN YEE,NORMAN YEE,NORMAN YEE,NORMAN YEE,0.15915915,0.07808049,0.078991987,2.8901272,0.0,SanFrancisco,11062012,BoardofSupervisorsDistrict7
349,349,349,SanFrancisco_11062018_AssessorRecorder.csv,[],no,1.0,,2,LOCAL,NO,O,CARMEN CHU,CARMEN CHU,CARMEN CHU,CARMEN CHU,,CARMEN CHU,CARMEN CHU,CARMEN CHU,CARMEN CHU,0.995996,0.10466687,0.0,,0.0,SanFrancisco,11062018,AssessorRecorder
350,350,350,SanFrancisco_11062018_BoardofSupervisorsDistrict10.csv,[],no,0.84537321,,6,LOCAL,NO,B,SHAMANN WALTON,SHAMANN WALTON,SHAMANN WALTON,SHAMANN WALTON,,SHAMANN WALTON,SHAMANN WALTON,SHAMANN WALTON,SHAMANN WALTON,0.098098099,0.041332986,0.0,2.2009284,0.0,SanFrancisco,11062018,BoardofSupervisorsDistrict10
351,351,351,SanFrancisco_11062018_BoardofSupervisorsDistrict2.csv,[],no,0.85667419,,4,LOCAL,NO,B,CATHERINE STEFANI,CATHERINE STEFANI,CATHERINE STEFANI,CATHERINE STEFANI,,CATHERINE STEFANI,CATHERINE STEFANI,CATHERINE STEFANI,CATHERINE STEFANI,0.3033033,0.051348411,0.0,3.0486774,0.0,SanFrancisco,11062018,BoardofSupervisorsDistrict2
352,352,352,SanFrancisco_11062018_BoardofSupervisorsDistrict4.csv,[],no,0.82062167,,8,LOCAL,NO,B,GORDON MAR,GORDON MAR,GORDON MAR,GORDON MAR,,GORDON MAR,GORDON MAR,GORDON MAR,GORDON MAR,0.14714715,0.0,0.0,0.84869939,0.0,SanFrancisco,11062018,BoardofSupervisorsDistrict4
353,353,353,SanFrancisco_11062018_BoardofSupervisorsDistrict6.csv,['Approval'],no,0.82887787,,3,LOCAL,NO,B,MATT HANEY,MATT HANEY,MATT HANEY,MATT HANEY,,MATT HANEY,MATT HANEY,CHRISTINE JOHNSON,MATT HANEY,0.55455458,0.25220948,0.0,1.1122825,0.0,SanFrancisco,11062018,BoardofSupervisorsDistrict6
354,354,354,SanFrancisco_11062018_BoardofSupervisorsDistrict8.csv,[],no,1.0,,2,LOCAL,NO,B,RAFAEL MANDELMAN,RAFAEL MANDELMAN,RAFAEL MANDELMAN,RAFAEL MANDELMAN,,RAFAEL MANDELMAN,RAFAEL MANDELMAN,RAFAEL MANDELMAN,RAFAEL MANDELMAN,0.73173171,0.0,0.0,,0.0,SanFrancisco,11062018,BoardofSupervisorsDistrict8
355,355,355,SanFrancisco_11072006_BoardofSupervisorsDistrict10.csv,[],no,0.85826004,,7,LOCAL,NO,B,Sophie Maxwell,Sophie Maxwell,Sophie Maxwell,Sophie Maxwell,,Sophie Maxwell,Sophie Maxwell,Sophie Maxwell,Sophie Maxwell,0.082082085,0.0,0.0,0.79262555,0.0,SanFrancisco,11072006,BoardofSupervisorsDistrict10
356,356,356,SanFrancisco_11072006_BoardofSupervisorsDistrict2.csv,[],no,1.0,,2,LOCAL,NO,B,Michela Alioto-pier,Michela Alioto-pier,Michela Alioto-pier,Michela Alioto-pier,,Michela Alioto-pier,Michela Alioto-pier,Michela Alioto-pier,Michela Alioto-pier,0.997998,0.0,0.0,,0.0,SanFrancisco,11072006,BoardofSupervisorsDistrict2
357,357,357,SanFrancisco_11072006_BoardofSupervisorsDistrict4.csv,[],no,0.85695541,,6,LOCAL,NO,B,Ed Jew,Ed Jew,Ed Jew,Ed Jew,,Ed Jew,Ed Jew,Ed Jew,Ed Jew,0.16416417,0.08905793,0.1263085,3.2318163,0.0,SanFrancisco,11072006,BoardofSupervisorsDistrict4
358,358,358,SanFrancisco_11072006_BoardofSupervisorsDistrict6.csv,[],no,0.88044143,,8,LOCAL,NO,B,Chris Daly,Chris Daly,Chris Daly,Chris Daly,,Chris Daly,Chris Daly,Chris Daly,Chris Daly,0.15815815,0.068215884,0.0,3.4277928,0.0,SanFrancisco,11072006,BoardofSupervisorsDistrict6
359,359,359,SanFrancisco_11072006_BoardofSupervisorsDistrict8.csv,[],no,0.94961059,,3,LOCAL,NO,B,Bevan Dufty,Bevan Dufty,Bevan Dufty,Bevan Dufty,,Bevan Dufty,Bevan Dufty,Bevan Dufty,Bevan Dufty,0.42542541,0.10757274,0.0,1.8707043,0.0,SanFrancisco,11072006,BoardofSupervisorsDistrict8
360,360,360,SanFrancisco_11082005_AssessorRecorder.csv,[],no,0.75211823,,4,LOCAL,NO,O,Phil Ting,Phil Ting,Phil Ting,Phil Ting,,Phil Ting,Phil Ting,Phil Ting,Phil Ting,0.35035035,0.13284817,0.25777915,3.8367212,0.0,SanFrancisco,11082005,AssessorRecorder
361,361,361,SanFrancisco_11082005_Treasurer.csv,[],no,0.92344654,,4,LOCAL,NO,O,Jose Cisneros,Jose Cisneros,Jose Cisneros,Jose Cisneros,,Jose Cisneros,Jose Cisneros,Jose Cisneros,Jose Cisneros,0.2062062,0.0,0.0,1.4019088,0.0,SanFrancisco,11082005,Treasurer
